rab.all	rab.win.healthy	rab.win.nash	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Cardiolipin synthetase (EC 2.7.8.-)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	8.89212062102529	8.88128482205111	8.96017953915619	0.187566274757214	1.08013210303138	0.138879139677474	0.429687514593698	0.733398089063237	0.920558888831044	0.630924198672844	0.935109261987428
Carnitine operon protein CaiE|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-4.71985495412631	-5.27358911639759	-4.34108034442411	1.68157180188465	6.18044543620664	0.251821030668024	0.396875021912972	0.397621044853347	0.819751408983749	0.445766054282405	0.908699596430379
Carnitine racemase (EC 5.-.-.-)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-5.73219722280978	-6.44683405601426	-4.08713212568429	2.60952480765576	5.84263162075633	0.404839977878059	0.331250038745601	0.269074957793095	0.794390573009109	0.260881666224642	0.89019368839459
Carotenoid cis-trans isomerase (EC 5.2.-.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-6.69685284012432	-6.11550457365433	-7.07883927457643	-0.964691185102291	3.94052569128571	-0.207878842393329	0.389062523738901	0.480203093599727	0.84173681011315	0.479047788028535	0.906390251760648
CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	-5.40871895344047	-6.759853418276	-2.25538127705878	3.51369215749338	6.47115809959809	0.49454724033537	0.318252772582358	0.169907302461698	0.776158092854949	0.180035932527225	0.874460783595258
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	6.46544628968458	6.52672288393241	6.32265403768092	-0.213616410605283	1.1437405248066	-0.155715661642773	0.44461779608331	0.728286964753977	0.902651485560093	0.73486060669207	0.927496004889326
Citronellol and citronellal dehydrogenase|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Acyclic_terpenes_utilization	-8.14582678734954	-8.19337830062436	-8.06443185004386	0.274833840457433	4.08528206451568	0.0519275207750802	0.471875005740203	0.547075561264161	0.861573931760991	0.571482201525255	0.925796985191463
Crotonobetaine carnitine-CoA ligase (EC 6.3.2.-)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-6.08961302575858	-6.5273094167401	-5.35412696869423	1.68333823430384	5.89790313139935	0.259756601910557	0.37753512782703	0.361938844779207	0.813186667557959	0.436983271179285	0.908510625535871
Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-0.767479085242837	-1.25751833267285	-0.124582313119961	0.903317902921088	3.9411182105089	0.218917949940178	0.385937524480017	0.632306811351105	0.874784221888651	0.364674557253892	0.914461101012039
Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.-)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	1.07423928837794	0.787217262046465	1.43896041027674	0.71576349212883	1.99900161590607	0.384377821992322	0.319812834510979	0.240814521404572	0.784619371469882	0.214549781197904	0.898426516833933
D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	3.3243953734229	3.21985087764984	4.24604285789984	0.83036522107211	2.36479992931715	0.306994463986325	0.409375019063967	0.363479756372943	0.805156329434055	0.570074940056074	0.922728598078188
D-beta-hydroxybutyrate permease|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	3.05997801596511	2.94134542311954	3.59055887843556	0.703477858380761	1.90687012181926	0.324263866504125	0.397815934264394	0.311060138962769	0.794913599981047	0.489978420863193	0.919271721157302
Diacylglycerol kinase (EC 2.7.1.107)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	5.8327407012906	5.9612930699541	5.47488366408144	-0.441466746196383	1.13718781842644	-0.307073535431048	0.362500030263061	0.461623650980799	0.81873897027621	0.354874723283682	0.910357622829246
Digeranylgeranylglycerophospholipid reductase|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Archaeal_lipids	1.47104800759348	1.5589107391965	0.977135012759243	-1.27715292967819	2.95418499030815	-0.394934694900219	0.346875034377566	0.138477959392582	0.777626281639006	0.26524933561021	0.901270085261294
Electron transfer flavoprotein, alpha subunit FixB|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-5.60308628904721	-6.31329532706979	-4.85175600878758	1.71911314770369	6.17984483158143	0.28039807356322	0.375000027126709	0.406949360987807	0.821359627387317	0.415519742931217	0.910474048572122
Electron transfer flavoprotein, beta subunit FixA|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-6.01961118420774	-6.47007748085911	-5.43006693662982	1.82459821847936	5.86826852971328	0.280800099277472	0.382215313903708	0.365572732695075	0.816946069904083	0.449350849904739	0.914229058311274
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	8.28837540896105	8.40513073961381	8.00569978498994	-0.339310847850881	1.17197390246931	-0.264986279842031	0.390015624064837	0.394561736736941	0.813587927754952	0.41646558501483	0.912629661402884
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	4.53352936736893	4.7598115625104	4.08599190717019	-0.366637954122343	2.20502013314398	-0.181531695758789	0.411856492709273	0.390655504749816	0.811827305925868	0.562556831713179	0.918869466137801
Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	-8.00657115730336	-7.53008318888169	-8.54306611470757	-0.978117611438942	4.53126131511191	-0.166042554520748	0.398437521552161	0.45421242815267	0.83636625663757	0.469064942410531	0.906302031973643
Fatty acid degradation regulator YsiA, TetR family|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	-4.9321729646901	-3.88052441568691	-6.14061628910584	-2.29089133836529	4.47959914864342	-0.460259957032684	0.300000048440534	0.166233614412609	0.771300752060155	0.169145555489402	0.87967385832502
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-6.81347016170064	-7.34719617313706	-5.97141954596548	1.61880422542235	5.79029228964283	0.24484216401584	0.385937524480017	0.461735203708616	0.844534315930785	0.480434245031285	0.917261543426454
FIG017861: hypothetical protein|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.17630476577216	-6.96930302900092	-7.39770897304625	-0.34887972511997	5.47580335532086	-0.0645815922364913	0.468018727261793	0.579976227311434	0.864424077684804	0.635029444239971	0.935122817749977
FIG018329: 1-acyl-sn-glycerol-3-phosphate acyltransferase|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.76569925791974	3.00993240068871	0.970910941377717	-1.44694844906104	3.0040356501394	-0.458857667677099	0.344773825791928	0.237365860474705	0.786312559460243	0.252731727927645	0.900806409714134
FIG021862: membrane protein, exporter|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.4270432577098	2.27376272631593	0.326370157203879	-1.0939495700796	2.97572981898264	-0.403393864980881	0.344773825791928	0.280007371999793	0.792648241113343	0.25291668470848	0.901791816231098
FIG027190: Putative transmembrane protein|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.9114877024915	2.58596507726168	0.876374530929763	-1.52725472819217	2.8687290272437	-0.41452787011315	0.320312541979086	0.355425357268206	0.80398486885475	0.18289206439845	0.890838420482721
FIG035331: hypothetical protein|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-4.77728318718252	-5.05507877243577	-4.51441017181973	0.704845556577829	5.4926209247233	0.107538962038636	0.437500012917482	0.648301839943619	0.882069865316802	0.676825532729654	0.935169031398644
FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-4.72729075957465	-5.10993056371403	-4.39364958967423	-0.15751784387282	5.7281956426471	-0.0257212379820755	0.489062502226303	0.722839486368648	0.907923129722008	0.799957274729914	0.953559114425768
FIG143263: Glycosyl transferase|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.23843261277272	-6.51735656313622	-8.03086668874201	-1.74295596377135	4.75248385494739	-0.317353389735746	0.36406252986395	0.349020549199305	0.807921073247829	0.351419913291043	0.89227853811424
FIGfam138462: Acyl-CoA synthetase, AMP-(fatty) acid ligase|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.49939177527302	-7.68854205850881	-7.30086532347357	0.559516788885098	4.94341792591841	0.0985154304268815	0.443750011590777	0.482605531030691	0.84493000724828	0.498628342922557	0.918392421782804
Geranyl-CoA carboxylase carboxyl transferase subunit|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Acyclic_terpenes_utilization	-7.94934811600046	-7.87226035774405	-8.05043428147399	-0.200054808995988	4.16894091374181	-0.0505822470069188	0.475819037677096	0.564549383599911	0.866144465935957	0.591277820476737	0.926443345293414
Geranylgeranyl reductase (EC 1.3.1.83)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Polyprenyl_Diphosphate_Biosynthesis	-0.606538786747375	-0.513932311838509	-0.831883524606751	-0.318866515787838	1.91342722618147	-0.173541832084687	0.431250014256752	0.633034468167023	0.872022859052142	0.660298244711945	0.928380485993722
Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	4.19823777222465	4.38837510678152	3.85242564162161	-0.596647187401474	1.93211881102857	-0.322904137970013	0.31357258681737	0.201807318154202	0.782912731365116	0.197456628607461	0.89295059359761
Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	-1.34151645119653	-1.80215047754398	-0.902854824509461	0.709369927220552	3.52283465336324	0.199874087939175	0.408736368601637	0.701373513526459	0.898258300614255	0.499003330744333	0.91830420385724
Glycosyl-4,4'-diaponeurosporenoate acyltransferase precursor (EC 2.3.1.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Polyprenyl_Diphosphate_Biosynthesis	2.8829957104645	2.66656315853815	4.08809554302334	0.843279998913705	3.07898002803584	0.185987597611814	0.455538230618297	0.733961900160298	0.909442386825515	0.734442656801403	0.935505244520884
Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Polyprenyl_Diphosphate_Biosynthesis	8.16825273458742	8.22662153361155	8.13000854843786	-0.172715939965233	1.1535298962685	-0.137538551825402	0.442187511921351	0.606128438963381	0.852101898331423	0.706930610507913	0.925219241315636
Heptaprenyl diphosphate synthase component II (EC 2.5.1.30)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Polyprenyl_Diphosphate_Biosynthesis	-6.16615006504983	-6.44455716145782	-5.55644789113314	1.88291615324117	6.05911198453237	0.286953161090092	0.373437527511932	0.234532346649721	0.790269271802564	0.419928260110632	0.908688938201654
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	5.58415499219157	5.73046882954445	5.34284578702595	-0.340314769376168	1.14436630267299	-0.267358610786057	0.378125026361767	0.361310933780347	0.808598088264091	0.428464180459633	0.912618904888663
Hydroxyneurosporene methyltransferase (EC 2.1.1.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	1.71421270194076	2.97775899438263	0.0703370317489354	-2.04063487851965	3.16908097231631	-0.584595292520861	0.303125047403692	0.169766619723772	0.779163175011076	0.152335800325835	0.881777795279573
Hydroxyneurosporene synthase|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-7.8993403658924	-7.6944620640843	-8.14105853719975	-0.0996000718684673	5.16459376705252	-0.0195389509042761	0.489062502226303	0.575937315737729	0.864426905365999	0.579438810512243	0.929377106895694
Intracellular PHB depolymerase (EC 3.1.1.-)|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	-8.10397013409295	-8.07786965682103	-8.13950579186794	-0.055122529590192	4.12614788192859	-0.0089427059960485	0.491419658527015	0.479630598793614	0.841694012404051	0.519430779649917	0.914994877241112
Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||polyprenyl_synthesis	7.15175911071647	7.15415879664201	7.14774314027715	0.121901882371814	1.26859782266447	0.0985005757057272	0.468018727261793	0.660327851538324	0.904055453016036	0.821906494241053	0.958516279008217
Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Isoprenoid_Biosynthesis	2.29430651272562	2.21129889794239	2.507173668644	0.367861278327002	1.99433773521771	0.202936887494508	0.438377547792193	0.522858836434471	0.850415661308932	0.691618607785404	0.933312799534659
L-carnitine/gamma-butyrobetaine antiporter|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-3.44255669342437	-4.19955802734847	-2.20943443634151	2.2929430071879	5.34975376199606	0.383126673221389	0.303125047403692	0.224428185082771	0.782080763354172	0.18039400614865	0.887197471164566
Lipid carrier protein IgrF|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Cholesterol_catabolic_operon_in_Mycobacteria	-8.24065820744493	-8.20558810949385	-8.28931928527424	-0.0984666116310944	4.32141073143299	-0.0190545333708865	0.48750000254472	0.513345133361135	0.849972428267222	0.565003893648921	0.928601501235951
Long-chain fatty acid transport protein|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	2.1360001215294	2.58675518358249	1.95989767759672	-0.715913504983377	2.10888391659372	-0.329685086287386	0.374415003784766	0.256331908745435	0.788712774888279	0.330853006803568	0.909218836679705
